,cycle,max_distemp,max_chtemp,capacity,dis_time,chr_time,Discharge_voltage,Discharge_current,Discharge_min_Threshold_voltage_time,Charging_max_Threshold_voltage_time,Discharge_min_Threshold_voltage_temp,Charging_max_Threshold_voltage_temp,SOH,RUL
22,23,11.681014963080823,8.672791913113644,1.281719159327807,5051.172,10808.359,2.5,1,4752.203,912.672,10.614459080295985,4.099798705014385,0.7655232199436679,50
23,24,11.29683746494969,8.749810595907697,1.2600051642942829,5027.563,10808.75,2.5,1,4700.344,617.515,11.213264353675898,4.128589540688605,0.7525542576909527,49
24,25,11.88239860330653,8.66228512118762,1.266070385993126,4993.765,10808.5,2.5,1,4694.609,662.297,10.608337225511438,4.173491088834113,0.7561767892032425,48
25,26,11.79170575767619,9.019728113451217,1.2413590294280803,4962.469,10808.781,2.5,1,4634.016,892.766,11.70846077352042,3.971447736247994,0.7414176143019554,47
26,27,11.726616039636879,9.116016163768311,1.2298873703485311,4907.859,10804.703,2.5,1,4592.765,820.125,11.65829145263264,3.8808930257906504,0.7345660186674811,46
27,28,12.464631760563272,8.576939986227508,1.228088614506696,4888.656,10804.766,2.5,1,4573.39,570.187,12.420274258082813,4.011640578029577,0.7334916886522722,45
28,29,11.863547747838407,9.125952057926662,1.2139857189070042,4866.25,10802.641000000003,2.5,1,4536.11,334.359,11.780061627459046,3.826451623204598,0.7250685532318206,44
29,30,12.460832791038596,8.913521508673037,1.2173435064564189,4836.125,10802.015,2.5,1,4533.859,508.766,12.40142437063032,3.9326515959657478,0.7270740349459761,43
30,31,12.213639136225725,8.992670910674468,1.2073445944515917,4801.485,10808.25,2.5,1,4498.422,517.781,11.311844631253326,4.1311020246703665,0.7211020564059323,42
31,32,11.534784991217848,8.976466972713451,1.18804049227045,4760.938,10803.187,2.5,1,4443.203,564.125,11.454482266800794,4.138117663438271,0.7095724335924766,41
32,33,12.42977502748968,8.403683675857872,1.186304749886542,4740.907,10804.329,2.5,1,4436.672,484.828,12.356672570487751,4.136500124947067,0.7085357391738499,40
33,34,12.428323073625249,8.788041070938254,1.2613935471028506,4914.532,10802.156,2.5,1,4696.422,334.204,11.6091147728485,4.0310852383324605,0.7533834871445302,39
34,35,12.487413364213579,8.996273749783748,1.2648246158850653,4998.656,10804.672000000006,2.5,1,4722.734,503.453,12.406120446396473,4.387267717357812,0.7554327370156071,38
35,36,11.343734065329729,8.968773510126884,1.2466494548982199,4890.015,10806.687,2.5,1,4642.5,667.344,10.996189516458207,4.029372273889745,0.7445773888214353,37
36,37,12.641653349352346,9.068457233547,1.2333924152795082,4842.11,10804.187,2.5,1,4594.578,648.031,12.606715324567501,3.7930375456065333,0.7366594517429575,36
37,38,11.969937687736323,9.600388701677394,1.2129250072037692,4798.281,10804.703,2.5,1,4535.406,574.812,11.959340013874831,4.159104343118925,0.7244350295518608,35
38,39,11.438399477589398,8.576341354197764,1.1999106597943647,4739.188,10805.594,2.5,1,4475.516,505.797,11.363888733538174,4.265182045670313,0.7166620435105678,34
39,40,12.144441411939049,9.684286179234707,1.1902559038393383,4733.156,10803.797000000006,2.5,1,4454.5,334.719,12.096591963334483,4.287030262464928,0.7108956165888245,33
40,41,12.67224284322037,9.050797354590735,1.1892563795455853,4670.61,10806.938,2.5,1,4450.297,454.891,12.67224284322037,4.189791111939149,0.7102986378745739,32
41,42,11.984785271459067,9.672640844666988,1.167069685125939,4635.0,10805.984,2.5,1,4385.031,509.734,11.95853652122072,3.895938470818916,0.6970473498459693,31
42,43,12.101959002780742,9.672917525535627,1.1615348403090369,4615.86,10804.937,2.5,1,4350.547,450.953,12.004978235439044,4.091128619702883,0.69374159273429,30
43,44,12.396974763839234,8.275505407411664,1.1555563844349988,4580.75,10804.922,2.5,1,4329.703,415.062,12.351747227208923,4.056645749565438,0.6901708832245835,29
44,45,11.455115215105929,9.244232741743328,1.1488524666097713,4557.406,10808.079,2.5,1,4305.734,255.203,11.324251539750147,3.9582092721168842,0.686166882252563,28
45,46,11.39345446641458,8.98886237250283,1.143572986788779,4524.0320000000065,10808.421,2.5,1,4271.937999999995,502.688,10.965029783949907,4.073747372965692,0.6830136451625336,27
46,47,12.6352725981059,8.764404412635383,1.1418015379428537,4502.938,10809.953,2.5,1,4280.469,660.562,12.597158603521942,3.9676648477027276,0.6819556246011421,26
47,48,12.45444631401429,10.248920981212063,1.136058647502255,4483.094,10803.234,2.5,1,4260.203,560.657,12.374769104591676,4.12041137796699,0.6785256095702547,25
48,49,12.18400994607025,8.050593138909571,1.1236364680969286,4448.36,10806.329,2.5,1,4219.266,430.328,12.135427285563798,4.044510971831953,0.6711063034704141,24
49,50,12.849012968534737,9.051801996945862,1.1320498900328944,4440.531,10804.89,2.5,1,4246.469,348.5,12.8239516387849,3.8796871816380585,0.6761313277156185,23
50,51,11.44307926801482,9.434354469842534,1.1170101762158153,4416.547,10807.342999999993,2.5,1,4192.188,448.578,11.369376485933824,4.146140012050171,0.6671486655899156,22
51,52,12.895633770945397,8.999904872354442,1.120043039721982,4382.937,10809.625,2.5,1,4203.422,457.48399999999674,12.821660365922599,3.986126402847228,0.6689600822485446,21
52,53,11.573902587010835,9.182460296652252,1.1059773445917063,4347.453,10804.875,2.5,1,4137.172,435.484,10.882511047174667,4.0503800694247785,0.6605591652859538,20
54,55,11.984288635557064,8.597670678653154,1.1907902374762016,4746.5,10810.016,2.5,1,4475.406,388.485,11.922153118745728,3.8554703959842236,0.7112147542121009,18
55,56,12.836265571184011,9.231959876306679,1.2012387088454022,4679.156,10803.282000000007,2.5,1,4483.312,153.093,12.787059439787933,4.1052977545039475,0.7174552378530215,17
56,57,12.655987301395294,9.283964087662714,1.1906909549024802,4596.578,10808.906,2.5,1,4445.828,360.422,11.984065841853292,3.9804607833014645,0.7111554564205633,16
57,58,12.20963360823446,9.913959079053493,1.1764375730308343,4544.641,10809.375,2.5,1,4378.594,520.469,11.272836439169867,3.857915380783469,0.7026424411425586,15
58,59,12.780134013784455,11.008944870597245,1.1628110372792353,4526.938,10803.938,2.5,1,4360.688,521.688,12.6875080758942,4.269020058126563,0.6945038177558939,14
59,60,12.658108002877777,8.769234212566106,1.1516152840582585,4487.438,10802.313,2.5,1,4320.922,522.594,12.455600856154991,4.612738598169368,0.6878170104369553,13
60,61,13.249368019025939,8.64547621512964,1.1583673498348623,4513.312,10807.516,2.5,1,4346.781,508.61,13.241132584882562,4.815616337550427,0.6918497683909584,12
61,62,13.102537521023756,9.67007840304718,1.1692285288386206,4568.438,10804.64,2.5,1,4370.797,277.375,13.011126910346869,4.893465016360478,0.6983367469640976,11
62,63,13.019156020970017,10.025147602426648,1.1588148476218465,4499.656,10807.093999999997,2.5,1,4332.344,270.109,12.981453650557231,4.845896284485196,0.6921170421882771,10
63,64,12.612257184300963,11.02689513361178,1.1439588147705457,4430.984,10803.235,2.5,1,4293.531,481.062,12.549215644049994,4.847306454888882,0.6832440858770982,9
64,65,12.968805846071126,11.272328278958133,1.1383941068159398,4411.141,10805.453,2.5,1,4258.579,618.547,12.842699319707972,4.8634745438103035,0.6799204926231046,8
66,67,13.123905320087225,8.855451661928804,1.2213102850395667,4883.312,10806.641,2.5,1,4576.109,477.422,13.076657238835484,4.797648347463984,0.7294432443719845,6
67,68,13.179418154583676,10.030313107429201,1.2031062978889062,4663.907,10807.969,2.5,1,4494.797,446.859,13.160211539585035,4.845233656109144,0.718570679381464,5
68,69,12.742282067813369,10.54811102432876,1.1897147112197684,4581.328,10809.593999999997,2.5,1,4443.063,77.828,12.137779012409514,4.80925092907336,0.7105723823500851,4
69,70,13.23162562344335,10.171183334420576,1.177422568842014,4553.031,10804.109,2.5,1,4399.359,384.625,13.140996427800369,4.805787881504319,0.7032307425341058,3
70,71,12.857920538298638,11.150433415617071,1.158443027293818,4486.5,10810.344,2.5,1,4348.016,609.344,12.773296908477219,4.850676556136568,0.6918949677247088,2
71,72,12.67528068575023,8.682783567615884,1.1567087516841796,4450.625,10808.891,2.5,1,4311.641,578.672,12.022355312106844,4.864080900616465,0.6908591493558421,1
